"code","id","parent_id/id","type","user_type/id","name","reconcile"
"si","si_0",,"view","account.data_account_type_view","Kontni plan za GD","False"
"b","balance","si_0","view","account.data_account_type_view","Bilanca","False"
"0","fix_assets","balance","view","account.data_account_type_view","DOLGOROČNA SREDSTVA","False"
"00","c_00","fix_assets","view","account.data_account_type_view","Neopredmetena sredstva in dolgoročne aktivne časovne razmejitve","False"
"000000","k000","c_00","other","account.data_account_type_asset","Dobro ime","True"
"002000","k002","c_00","other","account.data_account_type_asset","Odloženi stroški razvijanja","True"
"003000","k003","c_00","other","account.data_account_type_asset","Premoženjske pravice","True"
"005000","k005","c_00","other","account.data_account_type_asset","Druga neopredmetena sredstva (tudi emisijski kuponi)","True"
"007000","k007","c_00","other","account.data_account_type_asset","Dolgoročne aktivne časovne razmejitve","True"
"008000","k008","c_00","other","account.data_account_type_asset","Popravek vrednosti neopredmetenih sredstev zaradi amortiziranja","True"
"009000","k009","c_00","other","account.data_account_type_asset","Oslabitev vrednosti neopredmetenih sredstev","True"
"01","c_01","fix_assets","view","account.data_account_type_view","Naložbene nepremičnine","False"
"010000","k010","c_01","other","account.data_account_type_asset","Naložbene nepremičnine, vrednotene po modelu nabavne vrednosti","True"
"011000","k011","c_01","other","account.data_account_type_asset","Naložbene nepremičnine, vrednotene po modelu poštene vrednosti","True"
"015000","k015","c_01","other","account.data_account_type_asset","Popravek vrednosti naložbenih nepremičnin zaradi amortiziranja","True"
"019000","k019","c_01","other","account.data_account_type_asset","Oslabitev vrednosti naložbenih nepremičnin","True"
"02","c_02","fix_assets","view","account.data_account_type_view","Nepremičnine","False"
"020000","k020","c_02","other","account.data_account_type_asset","Zemljišča, vrednotena po modelu nabavne vrednosti","True"
"021000","k021","c_02","other","account.data_account_type_asset","Zgradbe, vrednotene po modelu nabavne vrednosti","True"
"022000","k022","c_02","other","account.data_account_type_asset","Zemljišča, vrednotena po modelu prevrednotenja","True"
"023000","k023","c_02","other","account.data_account_type_asset","Zgradbe, vrednotene po modelu prevrednotenja","True"
"027000","k027","c_02","other","account.data_account_type_asset","Nepremičnine v gradnji oziroma izdelavi","True"
"03","c_03","fix_assets","view","account.data_account_type_view","Popravek in oslabitev vrednosti nepremičnin","False"
"031000","k031","c_03","other","account.data_account_type_asset","Oslabitev vrednosti zemljišč","True"
"032000","k032","c_03","other","account.data_account_type_asset","Popravek vrednosti zemljišč zaradi amortiziranja (kamnolomi, odlagališča odpadkov)","True"
"035000","k035","c_03","other","account.data_account_type_asset","Popravek vrednosti zgradb zaradi amortiziranja","True"
"039000","k039","c_03","other","account.data_account_type_asset","Oslabitev vrednosti zgradb","True"
"04","c_04","fix_assets","view","account.data_account_type_view","Oprema in druga opredmetena osnovna sredstva","False"
"040000","k040","c_04","other","account.data_account_type_asset","Oprema in nadomestni deli, vrednoteni po modelu nabavne vrednosti","True"
"041000","k041","c_04","other","account.data_account_type_asset","Drobni inventar","True"
"042000","k042","c_04","other","account.data_account_type_asset","Oprema in nadomestni deli, vrednoteni po modelu prevrednotenja","True"
"043000","k043","c_04","other","account.data_account_type_asset","Biološka sredstva – večletni nasadi","True"
"044000","k044","c_04","other","account.data_account_type_asset","Biološka sredstva – osnovna čreda","True"
"045000","k045","c_04","other","account.data_account_type_asset","Druga opredmetena osnovna sredstva","True"
"046000","k046","c_04","other","account.data_account_type_asset","Vlaganja v opredmetena osnovna sredstva v tuji lasti","True"
"047000","k047","c_04","other","account.data_account_type_asset","Oprema in druga opredmetena osnovna sredstva v gradnji oziroma izdelavi","True"
"048000","k048","c_04","other","account.data_account_type_asset","Umetniška dela in drugi predmeti kulturne in/ali zgodovinske vrednosti, ki se ne amortizirajo","True"
"05","c_05","fix_assets","view","account.data_account_type_view","Popravek in oslabitev vrednosti opreme in drugih opredmetenih osnovnih sredstev","False"
"050000","k050","c_05","other","account.data_account_type_asset","Popravek vrednosti opreme in nadomestnih delov zaradi amortiziranja","True"
"051000","k051","c_05","other","account.data_account_type_asset","Popravek vrednosti drobnega inventarja zaradi amortiziranja","True"
"052000","k052","c_05","other","account.data_account_type_asset","Oslabitev vrednosti opreme in nadomestnih delov","True"
"053000","k053","c_05","other","account.data_account_type_asset","Popravek vrednosti bioloških sredstev – večletnih nasadov zaradi amortiziranja","True"
"054000","k054","c_05","other","account.data_account_type_asset","Popravek vrednosti bioloških sredstev – osnovne črede zaradi amortiziranja","True"
"055000","k055","c_05","other","account.data_account_type_asset","Popravek vrednosti drugih opredmetenih osnovnih sredstev zaradi amortiziranja","True"
"056000","k056","c_05","other","account.data_account_type_asset","Popravek vrednosti vlaganj v opredmetena osnovna sredstva v tuji lasti","True"
"058000","k058","c_05","other","account.data_account_type_asset","Oslabitev vrednosti bioloških sredstev","True"
"059000","k059","c_05","other","account.data_account_type_asset","Oslabitev vrednosti drugih opredmetenih osnovnih sredstev","True"
"06","c_06","fix_assets","view","account.data_account_type_view","Dolgoročne finančne naložbe, razen posojil","False"
"060000","k060","c_06","other","account.data_account_type_asset","Dolgoročne finančne naložbe v delnice in deleže družb v skupini, razporejene in izmerjene po nabavni vrednosti","True"
"061000","k061","c_06","other","account.data_account_type_asset","Dolgoročne finančne naložbe v delnice in deleže družb v skupini, razporejene in izmerjene po pošteni vrednosti prek poslovnega izida","True"
"062000","k062","c_06","other","account.data_account_type_asset","Dolgoročne finančne naložbe v delnice in deleže družb v skupini, razporejene in izmerjene po pošteni vrednosti prek kapitala","True"
"063000","k063","c_06","other","account.data_account_type_asset","Dolgoročne finančne naložbe v delnice in deleže pridruženih družb in skupaj obvladovanih družb, razporejene in izmerjene po nabavni vrednosti","True"
"064000","k064","c_06","other","account.data_account_type_asset","Dolgoročne finančne naložbe v delnice in deleže pridruženih družb in skupaj obvladovanih družb, razporejene in izmerjene po pošteni vrednosti prek poslovnega izida","True"
"065000","k065","c_06","other","account.data_account_type_asset","Dolgoročne finančne naložbe v delnice in deleže pridruženih družb in skupaj obvladovanih družb, razporejene in izmerjene po pošteni vrednosti prek kapitala","True"
"066000","k066","c_06","other","account.data_account_type_asset","Druge dolgoročne finančne naložbe, razporejene in izmerjene po nabavni vrednosti","True"
"067000","k067","c_06","other","account.data_account_type_asset","Druge dolgoročne finančne naložbe, razporejene in izmerjene po pošteni vrednosti prek poslovnega izida","True"
"068000","k068","c_06","other","account.data_account_type_asset","Druge dolgoročne finančne naložbe, razporejene in izmerjene po pošteni vrednosti prek kapitala","True"
"069000","k069","c_06","other","account.data_account_type_asset","Oslabitev vrednosti dolgoročnih finančnih naložb","True"
"07","c_07","fix_assets","view","account.data_account_type_view","Dana dolgoročna posojila in terjatve za nevplačani vpoklicani kapital","False"
"070000","k070","c_07","other","account.data_account_type_asset","Dolgoročna posojila, dana na podlagi posojilnih pogodb družbam v skupini, vključno z dolgoročnimi terjatvami iz finančnega najema","True"
"071000","k071","c_07","other","account.data_account_type_asset","Dolgoročna posojila, dana na podlagi posojilnih pogodb pridruženim družbam in skupaj obvladovanim družbam, vključno z dolgoročnimi terjatvami iz finančnega najema","True"
"072000","k072","c_07","other","account.data_account_type_asset","Dolgoročna posojila, dana drugim, vključno z dolgoročnimi terjatvami iz finančnega najema","True"
"073000","k073","c_07","other","account.data_account_type_asset","Dolgoročna posojila, dana z odkupom obveznic od družb v skupini","True"
"074000","k074","c_07","other","account.data_account_type_asset","Dolgoročna posojila, dana z odkupom obveznic od pridruženih družb in skupaj obvladovanih družb","True"
"075000","k075","c_07","other","account.data_account_type_asset","Dolgoročna posojila, dana z odkupom obveznic od drugih","True"
"076000","k076","c_07","other","account.data_account_type_asset","Dolgoročne terjatve za nevplačani vpoklicani kapital","True"
"077000","k077","c_07","other","account.data_account_type_asset","Druga dolgoročno vložena sredstva","True"
"078000","k078","c_07","other","account.data_account_type_asset","Dani dolgoročni depoziti","True"
"079000","k079","c_07","other","account.data_account_type_asset","Oslabitev vrednosti danih dolgoročnih posojil","True"
"08","c_08","fix_assets","view","account.data_account_type_view","Dolgoročne poslovne terjatve","False"
"080000","k080","c_08","other","account.data_account_type_asset","Dolgoročni blagovni krediti, dani v državi","True"
"081000","k081","c_08","other","account.data_account_type_asset","Dolgoročni blagovni krediti, dani v tujini","True"
"082000","k082","c_08","other","account.data_account_type_asset","Dani dolgoročni potrošniški krediti","True"
"083000","k083","c_08","other","account.data_account_type_asset","Dani dolgoročni predujmi","True"
"084000","k084","c_08","other","account.data_account_type_asset","Dane dolgoročne varščine","True"
"086000","k086","c_08","other","account.data_account_type_asset","Druge dolgoročne poslovne terjatve","True"
"089000","k089","c_08","other","account.data_account_type_asset","Oslabitev vrednosti dolgoročnih poslovnih terjatev","True"
"09","c_09","fix_assets","view","account.data_account_type_view","Terjatve za odloženi davek","False"
"090000","k090","c_09","other","account.data_account_type_asset","Terjatve za odloženi davek iz odbitnih začasnih razlik","True"
"091000","k091","c_09","other","account.data_account_type_asset","Terjatve za odloženi davek iz neizrabljenih davčnih izgub, prenesenih v naslednja davčna obdobja","True"
"092000","k092","c_09","other","account.data_account_type_asset","Terjatve za odloženi davek iz davčnih dobropisov, prenesenih v naslednja davčna obdobja","True"
"095000","k095","c_09","other","account.data_account_type_asset","Terjatve do samostojnih podjetnikov posameznikov","True"
"098000","k098","c_09","other","account.data_account_type_asset","Terjatve do nosilcev kmečkih gospodinjstev","True"
"1","cur_assets","balance","view","account.data_account_type_view","KRATKOROČNA SREDSTVA","False"
"10","c_10","cur_assets","view","account.data_account_type_view","Denarna sredstva v blagajni in takoj udenarljivi vrednostni papirji","False"
"100000","k100","c_10","liquidity","account.data_account_type_cash","Denarna sredstva v blagajni, razen deviznih sredstev","True"
"101000","k101","c_10","liquidity","account.data_account_type_asset","Devizna sredstva v blagajni","True"
"102000","k102","c_10","liquidity","account.data_account_type_asset","Izdani čeki (odbitna postavka)","True"
"103000","k103","c_10","liquidity","account.data_account_type_asset","Prejeti čeki","True"
"104000","k104","c_10","liquidity","account.data_account_type_asset","Netvegani takoj udenarljivi dolžniški vrednostni papirji","True"
"109000","k109","c_10","liquidity","account.data_account_type_asset","Denar na poti","True"
"11","c_11","cur_assets","view","account.data_account_type_view","Dobroimetje pri bankah in drugih finančnih inštitucijah","False"
"110000","k110","c_11","liquidity","account.data_account_type_bank","Denarna sredstva na računih, razen deviznih","True"
"111000","k111","c_11","liquidity","account.data_account_type_asset","Kratkoročni depoziti oziroma depoziti na odpoklic, razen deviznih","True"
"112000","k112","c_11","liquidity","account.data_account_type_asset","Devizna sredstva na računih","True"
"113000","k113","c_11","liquidity","account.data_account_type_asset","Kratkoročni devizni depoziti oziroma devizni depoziti na odpoklic","True"
"114000","k114","c_11","liquidity","account.data_account_type_asset","Denarna sredstva na posebnih računih oziroma za posebne namene","True"
"12","c_12","cur_assets","view","account.data_account_type_view","Kratkoročne terjatve do kupcev","False"
"120000","k120","c_12","receivable","account.data_account_type_receivable","Kratkoročne terjatve do kupcev v državi","True"
"121000","k121","c_12","receivable","account.data_account_type_receivable","Kratkoročne terjatve do kupcev v tujini","True"
"122000","k122","c_12","other","account.data_account_type_asset","Kratkoročni blagovni krediti, dani kupcem v državi","True"
"123000","k123","c_12","other","account.data_account_type_asset","Kratkoročni blagovni krediti, dani kupcem v tujini","True"
"124000","k124","c_12","other","account.data_account_type_asset","Kratkoročni potrošniški krediti, dani kupcem v državi","True"
"129000","k129","c_12","other","account.data_account_type_asset","Oslabitev vrednosti kratkoročnih terjatev do kupcev","True"
"13","c_13","cur_assets","view","account.data_account_type_view","Dani kratkoročni predujmi in varščine","False"
"130000","k130","c_13","other","account.data_account_type_asset","Kratkoročni predujmi, dani za opredmetena osnovna sredstva","True"
"131000","k131","c_13","other","account.data_account_type_asset","Kratkoročni predujmi, dani za neopredmetena sredstva","True"
"132000","k132","c_13","other","account.data_account_type_asset","Kratkoročni predujmi, dani za zaloge materiala in blaga ter še ne opravljene storitve","True"
"133000","k133","c_13","receivable","account.data_account_type_receivable","Drugi dani kratkoročni predujmi in preplačila","True"
"134000","k134","c_13","other","account.data_account_type_asset","Dane kratkoročne varščine","True"
"139000","k139","c_13","other","account.data_account_type_asset","Oslabitev vrednosti danih kratkoročnih predujmov in varščin","True"
"14","c_14","cur_assets","view","account.data_account_type_view","Kratkoročne terjatve iz poslovanja za tuj račun","False"
"140000","k140","c_14","other","account.data_account_type_asset","Kratkoročne terjatve do izvoznikov","True"
"141000","k141","c_14","other","account.data_account_type_asset","Kratkoročne terjatve iz uvoza za tuj račun","True"
"142000","k142","c_14","other","account.data_account_type_asset","Kratkoročne terjatve iz komisijske in konsignacijske prodaje","True"
"145000","k145","c_14","other","account.data_account_type_asset","Druge kratkoročne terjatve iz poslovanja za tuj račun","True"
"149000","k149","c_14","other","account.data_account_type_asset","Oslabitev vrednosti kratkoročnih terjatev iz poslovanja za tuj račun","True"
"15","c_15","cur_assets","view","account.data_account_type_view","Kratkoročne terjatve, povezane s finančnimi prihodki","False"
"150000","k150","c_15","other","account.data_account_type_asset","Kratkoročne terjatve za obresti","True"
"151000","k151","c_15","other","account.data_account_type_asset","Kratkoročne terjatve za dividende","True"
"152000","k152","c_15","other","account.data_account_type_asset","Kratkoročne terjatve za druge deleže v dobičku","True"
"155000","k155","c_15","other","account.data_account_type_asset","Druge kratkoročne terjatve, povezane s finančnimi prihodki","True"
"159000","k159","c_15","other","account.data_account_type_asset","Oslabitev vrednosti kratkoročnih terjatev, povezanih s finančnimi prihodki","True"
"16","c_16","cur_assets","view","account.data_account_type_view","Druge kratkoročne terjatve","False"
"160000","k160","c_16","other","account.data_account_type_asset","Kratkoročne terjatve za odbitni DDV","True"
"161000","k161","c_16","other","account.data_account_type_asset","Kratkoročne terjatve za davek od dohodkov pravnih oseb, vključno z davkom, plačanim v tujini","True"
"162000","k162","c_16","other","account.data_account_type_asset","Kratkoročne terjatve za davek od dohodkov iz dejavnosti samostojnih podjetnikov posameznikov, vključno z davkom, plačanim v tujini","True"
"163000","k163","c_16","other","account.data_account_type_asset","Kratkoročne terjatve za davek od dohodkov iz dejavnosti kmečkih gospodinjstev, vključno z davkom, plačanim v tujini","True"
"164000","k164","c_16","other","account.data_account_type_asset","Druge kratkoročne terjatve do državnih in drugih inštitucij","True"
"165000","k165","c_16","other","account.data_account_type_asset","Ostale kratkoročne terjatve","True"
"166000","k166","c_16","other","account.data_account_type_asset","Kratkoročne terjatve za ddv, vrnjen tujcem","True"
"167000","k167","c_16","other","account.data_account_type_asset","Kratkoročne terjatve za ddv, plačan v tujini","True"
"169000","k169","c_16","other","account.data_account_type_asset","Oslabitev vrednosti drugih kratkoročnih terjatev","True"
"17","c_17","cur_assets","view","account.data_account_type_view","Kratkoročne finančne naložbe, razen posojil","False"
"170000","k170","c_17","other","account.data_account_type_asset","Kratkoročne finančne naložbe v delnice in deleže družb v skupini, razporejene in izmerjene po nabavni vrednosti","True"
"171000","k171","c_17","other","account.data_account_type_asset","Kratkoročne finančne naložbe v delnice in deleže družb v skupini, razporejene in izmerjene po pošteni vrednosti prek poslovnega izida","True"
"172000","k172","c_17","other","account.data_account_type_asset","Kratkoročne finančne naložbe v delnice in deleže družb v skupini, razporejene in izmerjene po pošteni vrednosti prek kapitala","True"
"173000","k173","c_17","other","account.data_account_type_asset","Kratkoročne finančne naložbe v delnice in deleže pridruženih družb in skupaj obvladovanih družb, razporejene in izmerjene po nabavni vrednosti","True"
"174000","k174","c_17","other","account.data_account_type_asset","Kratkoročne finančne naložbe v delnice in deleže pridruženih družb in skupaj obvladovanih družb, razporejene in izmerjene po pošteni vrednosti prek poslovnega izida","True"
"175000","k175","c_17","other","account.data_account_type_asset","Kratkoročne finančne naložbe v delnice in deleže pridruženih družb in skupaj obvladovanih družb, razporejene in izmerjene po pošteni vrednosti prek kapitala","True"
"176000","k176","c_17","other","account.data_account_type_asset","Druge kratkoročne finančne naložbe, razporejene in izmerjene po nabavni vrednosti","True"
"177000","k177","c_17","other","account.data_account_type_asset","Druge kratkoročne finančne naložbe, razporejene in izmerjene po pošteni vrednosti prek poslovnega izida","True"
"178000","k178","c_17","other","account.data_account_type_asset","Druge kratkoročne finančne naložbe, razporejene in izmerjene po pošteni vrednosti prek kapitala","True"
"179000","k179","c_17","other","account.data_account_type_asset","Oslabitev vrednosti kratkoročnih finančnih naložb","True"
"18","c_18","cur_assets","view","account.data_account_type_view","Kratkoročna posojila in kratkoročne terjatve za nevplačani kapital","False"
"180000","k180","c_18","other","account.data_account_type_asset","Kratkoročna posojila, dana na podlagi posojilnih pogodb družbam v skupini","True"
"181000","k181","c_18","other","account.data_account_type_asset","Kratkoročna posojila, dana na podlagi posojilnih pogodb pridruženim družbam in skupaj obvladovanim družbam","True"
"182000","k182","c_18","other","account.data_account_type_asset","Kratkoročna posojila, dana drugim","True"
"183000","k183","c_18","other","account.data_account_type_asset","Kratkoročni depoziti v bankah in drugih finančnih organizacijah","True"
"184000","k184","c_18","other","account.data_account_type_asset","Kratkoročno dana posojila z odkupom obveznic","True"
"185000","k185","c_18","other","account.data_account_type_asset","Prejete menice","True"
"186000","k186","c_18","other","account.data_account_type_asset","Kratkoročno dana posojila z odkupom drugih dolžniških vrednostnih papirjev","True"
"187000","k187","c_18","other","account.data_account_type_asset","Kratkoročno nevplačani vpoklicani kapital","True"
"189000","k189","c_18","other","account.data_account_type_asset","Oslabitev vrednosti kratkoročnih posojil","True"
"19","c_19","cur_assets","view","account.data_account_type_view","Kratkoročne aktivne časovne razmejitve","False"
"190000","k190","c_19","other","account.data_account_type_asset","Kratkoročno odloženi stroški oziroma odhodki","True"
"191000","k191","c_19","other","account.data_account_type_asset","Kratkoročno nezaračunani prihodki","True"
"192000","k192","c_19","other","account.data_account_type_asset","Vrednotnice","True"
"195000","k195","c_19","other","account.data_account_type_asset","Ddv od prejetih predujmov","True"
"2","liabilities","balance","view","account.data_account_type_view","KRATKOROČNE OBVEZNOSTI (dolgovi) in kratkoročne pasivne časovne razmejitve","False"
"21","c_21","liabilities","view","account.data_account_type_view","Obveznosti, vključene v skupine za odtujitev","False"
"210000","k210","c_21","other","account.data_account_type_liability","Obveznosti, vključene v skupine za odtujitev","True"
"22","c_22","liabilities","view","account.data_account_type_view","Kratkoročne obveznosti (dolgovi) do dobaviteljev","False"
"220000","k220","c_22","view","account.data_account_type_view","Kratkoročne obveznosti (dolgovi) do dobaviteljev v državi","False"
"221000","k221","c_22","view","account.data_account_type_view","Kratkoročne obveznosti (dolgovi) do dobaviteljev v tujini","False"
"222000","k222","c_22","other","account.data_account_type_liability","Kratkoročni blagovni krediti, prejeti v državi","True"
"223000","k223","c_22","other","account.data_account_type_liability","Kratkoročni blagovni krediti, prejeti v tujini","True"
"224000","k224","c_22","other","account.data_account_type_liability","Kratkoročne obveznosti (dolgovi) za nezaračunane blago in storitve","True"
"23","c_23","liabilities","view","account.data_account_type_view","Prejeti kratkoročni predujmi in varščine","False"
"230000","k230","c_23","other","account.data_account_type_payable","Prejeti kratkoročni predujmi","True"
"231000","k231","c_23","other","account.data_account_type_liability","Prejete kratkoročne varščine","True"
"24","c_24","liabilities","view","account.data_account_type_view","Kratkoročne obveznosti iz poslovanja za tuj račun","False"
"240000","k240","c_24","other","account.data_account_type_liability","Kratkoročne obveznosti iz izvoza za tuj račun","True"
"241000","k241","c_24","other","account.data_account_type_liability","Kratkoročne obveznosti do uvoznikov","True"
"242000","k242","c_24","other","account.data_account_type_liability","Kratkoročne obveznosti iz komisijske in konsignacijske prodaje","True"
"245000","k245","c_24","other","account.data_account_type_liability","Druge kratkoročne obveznosti iz poslovanja za tuj račun","True"
"25","c_25","liabilities","view","account.data_account_type_view","Kratkoročne obveznosti do zaposlencev","False"
"250000","k250","c_25","other","account.data_account_type_liability","Kratkoročne obveznosti za vračunane in neobračunane plače","True"
"251000","k251","c_25","other","account.data_account_type_liability","Kratkoročne obveznosti za čiste plače in nadomestila plač","True"
"252000","k252","c_25","other","account.data_account_type_liability","Kratkoročne obveznosti za prispevke za socialno varnost po vrstah prispevkov","True"
"253000","k253","c_25","other","account.data_account_type_liability","Kratkoročne obveznosti za prispevke iz bruto plač in nadomestil plač","True"
"254000","k254","c_25","other","account.data_account_type_liability","Kratkoročne obveznosti za davke iz bruto plač in nadomestil plač","True"
"255000","k255","c_25","other","account.data_account_type_liability","Kratkoročne obveznosti za druge prejemke iz delovnega razmerja","True"
"256000","k256","c_25","other","account.data_account_type_liability","Kratkoročne obveznosti za prispevke iz drugih prejemkov iz delovnega razmerja, ki se ne obračunavajo skupaj s plačami","True"
"257000","k257","c_25","other","account.data_account_type_liability","Kratkoročne obveznosti za davek iz drugih prejemkov iz delovnega razmerja, ki se ne obračunavajo skupaj s plačami","True"
"258000","k258","c_25","other","account.data_account_type_liability","Obveznosti za prispevke izplačevalca","True"
"26","c_26","liabilities","view","account.data_account_type_view","Obveznosti do državnih in drugih inštitucij","False"
"260000","k260","c_26","other","account.data_account_type_liability","Obveznosti za zaračunani ddv","True"
"261000","k261","c_26","other","account.data_account_type_liability","Obveznosti za ddv, carino in druge dajatve od uvoženega blaga","True"
"263000","k263","c_26","other","account.data_account_type_liability","Obveznosti za davek od dohodkov iz dejavnosti","True"
"264000","k264","c_26","other","account.data_account_type_liability","Obveznosti za davek od dohodkov pravnih oseb","True"
"265000","k265","c_26","other","account.data_account_type_liability","Obveznosti za davčni odtegljaj","True"
"266000","k266","c_26","other","account.data_account_type_liability","Druge kratkoročne obveznosti do državnih in drugih inštitucij","True"
"27","c_27","liabilities","view","account.data_account_type_view","Kratkoročne finančne obveznosti","False"
"270000","k270","c_27","other","account.data_account_type_liability","Kratkoročna posojila, dobljena pri družbah v skupini","True"
"271000","k271","c_27","other","account.data_account_type_liability","Kratkoročna posojila, dobljena pri pridruženih družbah in skupaj obvladovanih družbah","True"
"272000","k272","c_27","other","account.data_account_type_liability","Kratkoročna posojila, dobljena pri bankah in družbah v državi","True"
"273000","k273","c_27","other","account.data_account_type_liability","Kratkoročna posojila, dobljena pri bankah in družbah v tujini","True"
"274000","k274","c_27","other","account.data_account_type_liability","Kratkoročne finančne obveznosti v zvezi z obveznicami","True"
"275000","k275","c_27","other","account.data_account_type_liability","Kratkoročne obveznosti v zvezi z razdelitvijo poslovnega izida","True"
"276000","k276","c_27","other","account.data_account_type_liability","Kratkoročne finančne obveznosti do fizičnih oseb","True"
"278000","k278","c_27","other","account.data_account_type_liability","Obveznosti iz vplačila kapitala do vpisa v sodni register","True"
"279000","k279","c_27","other","account.data_account_type_liability","Druge kratkoročne finančne obveznosti","True"
"28","c_28","liabilities","view","account.data_account_type_view","Druge kratkoročne obveznosti","False"
"280000","k280","c_28","other","account.data_account_type_liability","Kratkoročne obveznosti za obresti","True"
"281000","k281","c_28","other","account.data_account_type_liability","Kratkoročne menične obveznosti","True"
"282000","k282","c_28","other","account.data_account_type_liability","Kratkoročne obveznosti v zvezi z odtegljaji od plač in nadomestil plač zaposlencem","True"
"283000","k283","c_28","other","account.data_account_type_liability","Kratkoročne obveznosti za prispevke za socialno varnost samostojnih podjetnikov posameznikov","True"
"284000","k284","c_28","other","account.data_account_type_liability","Kratkoročne obveznosti za prispevke za socialno varnost nosilcev kmečkih gospodinjstev","True"
"285000","k285","c_28","other","account.data_account_type_liability","Ostale kratkoročne poslovne obveznosti","True"
"29","c_29","liabilities","view","account.data_account_type_view","Kratkoročne pasivne časovne razmejitve","False"
"290000","k290","c_29","other","account.data_account_type_liability","Vnaprej vračunani stroški oziroma odhodki","True"
"291000","k291","c_29","other","account.data_account_type_liability","Kratkoročno odloženi prihodki","True"
"295000","k295","c_29","other","account.data_account_type_liability","Ddv od danih predujmov","True"
"3","stock","balance","view","account.data_account_type_view","ZALOGE SUROVIN IN MATERIALA","False"
"30","c_30","stock","view","account.data_account_type_view","Obračun nabave surovin in materiala (tudi drobnega inventarja in embalaže)","False"
"300000","k300","c_30","other","account.data_account_type_asset","Vrednost surovin in materiala po obračunih dobaviteljev","True"
"301000","k301","c_30","other","account.data_account_type_asset","Odvisni stroški nabave surovin in materiala","True"
"302000","k302","c_30","other","account.data_account_type_asset","Carina in druge uvozne davščine od surovin in materiala","True"
"303000","k303","c_30","other","account.data_account_type_asset","Ddv in druge davščine od surovin in materiala","True"
"309000","k309","c_30","other","account.data_account_type_asset","Obračun nabave surovin in materiala","True"
"31","c_31","stock","view","account.data_account_type_view","Zaloge surovin in materiala","False"
"310000","k310","c_31","other","account.data_account_type_asset","Zaloge surovin in materiala v skladišču","True"
"312000","k312","c_31","other","account.data_account_type_asset","Zaloge surovin in materiala na poti","True"
"316000","k316","c_31","other","account.data_account_type_asset","Zaloge surovin in materiala v dodelavi in predelavi","True"
"319000","k319","c_31","other","account.data_account_type_asset","Odmiki od cen zalog surovin in materiala","True"
"32","c_32","stock","view","account.data_account_type_view","Zaloge drobnega inventarja in embalaže","False"
"320000","k320","c_32","other","account.data_account_type_asset","Zaloge drobnega inventarja in embalaže v skladišču","True"
"321000","k321","c_32","other","account.data_account_type_asset","Zaloge drobnega inventarja in embalaže, dane v uporabo","True"
"329000","k329","c_32","other","account.data_account_type_asset","Odmiki od cen drobnega inventarja in embalaže","True"
"p","profit","si_0","view","account.data_account_type_view","IZKAZ USPEHA","False"
"4","costs","profit","view","account.data_account_type_view","STROŠKI","False"
"40","c_40","costs","view","account.data_account_type_view","Stroški materiala","False"
"400000","k400","c_40","other","account.data_account_type_expense","Stroški materiala","True"
"401000","k401","c_40","other","account.data_account_type_expense","Stroški pomožnega materiala","True"
"402000","k402","c_40","other","account.data_account_type_expense","Stroški energije","True"
"403000","k403","c_40","other","account.data_account_type_expense","Stroški nadomestnih delov za osnovna sredstva in materiala za vzdrževanje osnovnih sredstev","True"
"404000","k404","c_40","other","account.data_account_type_expense","Odpis drobnega inventarja in embalaže","True"
"405000","k405","c_40","other","account.data_account_type_expense","Uskladitev stroškov materiala in drobnega inventarja zaradi ugotovljenih popisnih razlik","True"
"406000","k406","c_40","other","account.data_account_type_expense","Stroški pisarniškega materiala in strokovne literature","True"
"407000","k407","c_40","other","account.data_account_type_expense","Drugi stroški materiala","True"
"41","c_41","costs","view","account.data_account_type_view","Stroški storitev","False"
